first_opcode,second_opcode,first_length,second_length,sum,combined
_CALL_METHOD_DESCRIPTOR_O,_BEFORE_ASYNC_WITH,674,859,1533,1521
_CALL_METHOD_DESCRIPTOR_O,_BEFORE_WITH,674,859,1533,1521
_CALL_METHOD_DESCRIPTOR_O,_BINARY_OP,674,340,1014,923
_CALL_METHOD_DESCRIPTOR_O,_BINARY_OP_ADD_FLOAT,674,397,1071,1084
_CALL_METHOD_DESCRIPTOR_O,_BINARY_OP_ADD_INT,674,228,902,872
_CALL_METHOD_DESCRIPTOR_O,_BINARY_OP_ADD_UNICODE,674,228,902,872
_CALL_METHOD_DESCRIPTOR_O,_BINARY_OP_MULTIPLY_FLOAT,674,397,1071,1084
_CALL_METHOD_DESCRIPTOR_O,_BINARY_OP_MULTIPLY_INT,674,228,902,872
_CALL_METHOD_DESCRIPTOR_O,_BINARY_OP_SUBTRACT_FLOAT,674,397,1071,1084
_CALL_METHOD_DESCRIPTOR_O,_BINARY_OP_SUBTRACT_INT,674,228,902,872
_CALL_METHOD_DESCRIPTOR_O,_BINARY_SLICE,674,360,1034,948
_CALL_METHOD_DESCRIPTOR_O,_BINARY_SUBSCR,674,326,1000,919
_CALL_METHOD_DESCRIPTOR_O,_BINARY_SUBSCR_DICT,674,415,1089,984
_CALL_METHOD_DESCRIPTOR_O,_BINARY_SUBSCR_LIST_INT,674,352,1026,989
_CALL_METHOD_DESCRIPTOR_O,_BINARY_SUBSCR_STR_INT,674,497,1171,1237
_CALL_METHOD_DESCRIPTOR_O,_BINARY_SUBSCR_TUPLE_INT,674,348,1022,995
_CALL_METHOD_DESCRIPTOR_O,_BUILD_CONST_KEY_MAP,674,547,1221,1143
_CALL_METHOD_DESCRIPTOR_O,_BUILD_LIST,674,163,837,771
_CALL_METHOD_DESCRIPTOR_O,_BUILD_MAP,674,369,1043,947
_CALL_METHOD_DESCRIPTOR_O,_BUILD_SET,674,495,1169,1107
_CALL_METHOD_DESCRIPTOR_O,_BUILD_SLICE,674,492,1166,1126
_CALL_METHOD_DESCRIPTOR_O,_BUILD_STRING,674,367,1041,919
_CALL_METHOD_DESCRIPTOR_O,_BUILD_TUPLE,674,163,837,771
_CALL_METHOD_DESCRIPTOR_O,_CALL_BUILTIN_CLASS,674,602,1276,1184
_CALL_METHOD_DESCRIPTOR_O,_CALL_BUILTIN_FAST,674,603,1277,1192
_CALL_METHOD_DESCRIPTOR_O,_CALL_BUILTIN_FAST_WITH_KEYWORDS,674,603,1277,1194
_CALL_METHOD_DESCRIPTOR_O,_CALL_BUILTIN_O,674,624,1298,1176
_CALL_METHOD_DESCRIPTOR_O,_CALL_INTRINSIC_1,674,223,897,841
_CALL_METHOD_DESCRIPTOR_O,_CALL_INTRINSIC_2,674,343,1017,930
_CALL_METHOD_DESCRIPTOR_O,_CALL_ISINSTANCE,674,561,1235,1143
_CALL_METHOD_DESCRIPTOR_O,_CALL_LEN,674,466,1140,1054
_CALL_METHOD_DESCRIPTOR_O,_CALL_METHOD_DESCRIPTOR_FAST,674,621,1295,1189
_CALL_METHOD_DESCRIPTOR_O,_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,674,621,1295,1183
_CALL_METHOD_DESCRIPTOR_O,_CALL_METHOD_DESCRIPTOR_NOARGS,674,601,1275,1128
_CALL_METHOD_DESCRIPTOR_O,_CALL_METHOD_DESCRIPTOR_O,674,674,1348,1160
_CALL_METHOD_DESCRIPTOR_O,_CALL_STR_1,674,462,1136,1039
_CALL_METHOD_DESCRIPTOR_O,_CALL_TUPLE_1,674,462,1136,1039
_CALL_METHOD_DESCRIPTOR_O,_CALL_TYPE_1,674,452,1126,1109
_CALL_METHOD_DESCRIPTOR_O,_CHECK_ATTR_CLASS,674,88,762,737
_CALL_METHOD_DESCRIPTOR_O,_CHECK_ATTR_METHOD_LAZY_DICT,674,75,749,724
_CALL_METHOD_DESCRIPTOR_O,_CHECK_ATTR_MODULE,674,96,770,745
_CALL_METHOD_DESCRIPTOR_O,_CHECK_ATTR_WITH_HINT,674,70,744,719
_CALL_METHOD_DESCRIPTOR_O,_CHECK_CALL_BOUND_METHOD_EXACT_ARGS,674,122,796,761
_CALL_METHOD_DESCRIPTOR_O,_CHECK_EG_MATCH,674,629,1303,1246
_CALL_METHOD_DESCRIPTOR_O,_CHECK_EXC_MATCH,674,353,1027,956
_CALL_METHOD_DESCRIPTOR_O,_CHECK_FUNCTION_EXACT_ARGS,674,152,826,794
_CALL_METHOD_DESCRIPTOR_O,_CHECK_MANAGED_OBJECT_HAS_VALUES,674,115,789,732
_CALL_METHOD_DESCRIPTOR_O,_CHECK_PEP_523,674,67,741,691
_CALL_METHOD_DESCRIPTOR_O,_CHECK_STACK_SPACE,674,127,801,770
_CALL_METHOD_DESCRIPTOR_O,_CHECK_VALIDITY,674,69,743,693
_CALL_METHOD_DESCRIPTOR_O,_COMPARE_OP,674,498,1172,1094
_CALL_METHOD_DESCRIPTOR_O,_COMPARE_OP_FLOAT,674,334,1008,987
_CALL_METHOD_DESCRIPTOR_O,_COMPARE_OP_INT,674,405,1079,1070
_CALL_METHOD_DESCRIPTOR_O,_COMPARE_OP_STR,674,325,999,944
_CALL_METHOD_DESCRIPTOR_O,_CONTAINS_OP,674,362,1036,955
_CALL_METHOD_DESCRIPTOR_O,_CONVERT_VALUE,674,216,890,834
_CALL_METHOD_DESCRIPTOR_O,_COPY,674,107,781,759
_CALL_METHOD_DESCRIPTOR_O,_COPY_FREE_VARS,674,202,876,827
_CALL_METHOD_DESCRIPTOR_O,_DELETE_ATTR,674,244,918,842
_CALL_METHOD_DESCRIPTOR_O,_DELETE_DEREF,674,234,908,829
_CALL_METHOD_DESCRIPTOR_O,_DELETE_FAST,674,294,968,885
_CALL_METHOD_DESCRIPTOR_O,_DELETE_GLOBAL,674,200,874,804
_CALL_METHOD_DESCRIPTOR_O,_DELETE_NAME,674,219,893,823
_CALL_METHOD_DESCRIPTOR_O,_DELETE_SUBSCR,674,325,999,922
_CALL_METHOD_DESCRIPTOR_O,_DICT_MERGE,674,334,1008,944
_CALL_METHOD_DESCRIPTOR_O,_DICT_UPDATE,674,387,1061,983
_CALL_METHOD_DESCRIPTOR_O,_END_SEND,674,162,836,813
_CALL_METHOD_DESCRIPTOR_O,_EXIT_INIT_CHECK,674,129,803,777
_CALL_METHOD_DESCRIPTOR_O,_EXIT_TRACE,674,41,715,643
_CALL_METHOD_DESCRIPTOR_O,_FORMAT_SIMPLE,674,227,901,847
_CALL_METHOD_DESCRIPTOR_O,_FORMAT_WITH_SPEC,674,326,1000,919
_CALL_METHOD_DESCRIPTOR_O,_FOR_ITER_TIER_TWO,674,309,983,923
_CALL_METHOD_DESCRIPTOR_O,_GET_AITER,674,517,1191,1123
_CALL_METHOD_DESCRIPTOR_O,_GET_ANEXT,674,450,1124,1160
_CALL_METHOD_DESCRIPTOR_O,_GET_AWAITABLE,674,501,1175,1193
_CALL_METHOD_DESCRIPTOR_O,_GET_ITER,674,202,876,830
_CALL_METHOD_DESCRIPTOR_O,_GET_LEN,674,112,786,776
_CALL_METHOD_DESCRIPTOR_O,_GET_YIELD_FROM_ITER,674,283,957,940
_CALL_METHOD_DESCRIPTOR_O,_GUARD_BOTH_FLOAT,674,83,757,754
_CALL_METHOD_DESCRIPTOR_O,_GUARD_BOTH_INT,674,83,757,754
_CALL_METHOD_DESCRIPTOR_O,_GUARD_BOTH_UNICODE,674,83,757,754
_CALL_METHOD_DESCRIPTOR_O,_GUARD_BUILTINS_VERSION,674,95,769,727
_CALL_METHOD_DESCRIPTOR_O,_GUARD_DORV_VALUES,674,63,737,712
_CALL_METHOD_DESCRIPTOR_O,_GUARD_DORV_VALUES_INST_ATTR_FROM_DICT,674,115,789,732
_CALL_METHOD_DESCRIPTOR_O,_GUARD_GLOBALS_VERSION,674,95,769,727
_CALL_METHOD_DESCRIPTOR_O,_GUARD_IS_FALSE_POP,674,80,754,729
_CALL_METHOD_DESCRIPTOR_O,_GUARD_IS_NONE_POP,674,80,754,722
_CALL_METHOD_DESCRIPTOR_O,_GUARD_IS_NOT_NONE_POP,674,215,889,820
_CALL_METHOD_DESCRIPTOR_O,_GUARD_IS_TRUE_POP,674,80,754,729
_CALL_METHOD_DESCRIPTOR_O,_GUARD_KEYS_VERSION,674,83,757,732
_CALL_METHOD_DESCRIPTOR_O,_GUARD_NOT_EXHAUSTED_LIST,674,76,750,725
_CALL_METHOD_DESCRIPTOR_O,_GUARD_NOT_EXHAUSTED_RANGE,674,64,738,713
_CALL_METHOD_DESCRIPTOR_O,_GUARD_NOT_EXHAUSTED_TUPLE,674,76,750,725
_CALL_METHOD_DESCRIPTOR_O,_GUARD_TYPE_VERSION,674,79,753,728
_CALL_METHOD_DESCRIPTOR_O,_INIT_CALL_BOUND_METHOD_EXACT_ARGS,674,302,976,944
_CALL_METHOD_DESCRIPTOR_O,_INIT_CALL_PY_EXACT_ARGS,674,759,1433,1442
_CALL_METHOD_DESCRIPTOR_O,_INSERT,674,103,777,743
_CALL_METHOD_DESCRIPTOR_O,_IS_NONE,674,190,864,850
_CALL_METHOD_DESCRIPTOR_O,_IS_OP,674,312,986,930
_CALL_METHOD_DESCRIPTOR_O,_ITER_CHECK_LIST,674,73,747,722
_CALL_METHOD_DESCRIPTOR_O,_ITER_CHECK_RANGE,674,73,747,722
_CALL_METHOD_DESCRIPTOR_O,_ITER_CHECK_TUPLE,674,73,747,722
_CALL_METHOD_DESCRIPTOR_O,_ITER_NEXT_LIST,674,109,783,782
_CALL_METHOD_DESCRIPTOR_O,_ITER_NEXT_RANGE,674,111,785,771
_CALL_METHOD_DESCRIPTOR_O,_ITER_NEXT_TUPLE,674,106,780,779
_CALL_METHOD_DESCRIPTOR_O,_JUMP_TO_TOP,674,94,768,703
_CALL_METHOD_DESCRIPTOR_O,_LIST_APPEND,674,140,814,761
_CALL_METHOD_DESCRIPTOR_O,_LIST_EXTEND,674,429,1103,1022
_CALL_METHOD_DESCRIPTOR_O,_LOAD_ASSERTION_ERROR,674,94,768,743
_CALL_METHOD_DESCRIPTOR_O,_LOAD_ATTR,674,380,1054,1098
_CALL_METHOD_DESCRIPTOR_O,_LOAD_ATTR_CLASS,674,231,905,883
_CALL_METHOD_DESCRIPTOR_O,_LOAD_ATTR_INSTANCE_VALUE,674,300,974,919
_CALL_METHOD_DESCRIPTOR_O,_LOAD_ATTR_METHOD_LAZY_DICT,674,98,772,773
_CALL_METHOD_DESCRIPTOR_O,_LOAD_ATTR_METHOD_NO_DICT,674,98,772,773
_CALL_METHOD_DESCRIPTOR_O,_LOAD_ATTR_METHOD_WITH_VALUES,674,98,772,773
_CALL_METHOD_DESCRIPTOR_O,_LOAD_ATTR_MODULE,674,323,997,942
_CALL_METHOD_DESCRIPTOR_O,_LOAD_ATTR_NONDESCRIPTOR_NO_DICT,674,198,872,836
_CALL_METHOD_DESCRIPTOR_O,_LOAD_ATTR_NONDESCRIPTOR_WITH_VALUES,674,198,872,836
_CALL_METHOD_DESCRIPTOR_O,_LOAD_ATTR_SLOT,674,294,968,910
_CALL_METHOD_DESCRIPTOR_O,_LOAD_ATTR_WITH_HINT,674,429,1103,1119
_CALL_METHOD_DESCRIPTOR_O,_LOAD_BUILD_CLASS,674,173,847,817
_CALL_METHOD_DESCRIPTOR_O,_LOAD_CONST,674,106,780,755
_CALL_METHOD_DESCRIPTOR_O,_LOAD_DEREF,674,168,842,797
_CALL_METHOD_DESCRIPTOR_O,_LOAD_FAST,674,99,773,748
_CALL_METHOD_DESCRIPTOR_O,_LOAD_FAST_AND_CLEAR,674,47,721,723
_CALL_METHOD_DESCRIPTOR_O,_LOAD_FAST_CHECK,674,210,884,839
_CALL_METHOD_DESCRIPTOR_O,_LOAD_FROM_DICT_OR_DEREF,674,326,1000,971
_CALL_METHOD_DESCRIPTOR_O,_LOAD_FROM_DICT_OR_GLOBALS,674,355,1029,1006
_CALL_METHOD_DESCRIPTOR_O,_LOAD_GLOBAL,674,363,1037,1061
_CALL_METHOD_DESCRIPTOR_O,_LOAD_GLOBAL_BUILTINS,674,207,881,824
_CALL_METHOD_DESCRIPTOR_O,_LOAD_GLOBAL_MODULE,674,207,881,824
_CALL_METHOD_DESCRIPTOR_O,_LOAD_LOCALS,674,157,831,786
_CALL_METHOD_DESCRIPTOR_O,_LOAD_NAME,674,323,997,957
_CALL_METHOD_DESCRIPTOR_O,_LOAD_SUPER_ATTR_ATTR,674,488,1162,1110
_CALL_METHOD_DESCRIPTOR_O,_LOAD_SUPER_ATTR_METHOD,674,625,1299,1320
_CALL_METHOD_DESCRIPTOR_O,_MAKE_CELL,674,228,902,824
_CALL_METHOD_DESCRIPTOR_O,_MAKE_FUNCTION,674,222,896,859
_CALL_METHOD_DESCRIPTOR_O,_MAP_ADD,674,140,814,754
_CALL_METHOD_DESCRIPTOR_O,_MATCH_CLASS,674,469,1143,1073
_CALL_METHOD_DESCRIPTOR_O,_MATCH_KEYS,674,99,773,760
_CALL_METHOD_DESCRIPTOR_O,_MATCH_MAPPING,674,59,733,743
_CALL_METHOD_DESCRIPTOR_O,_MATCH_SEQUENCE,674,59,733,743
_CALL_METHOD_DESCRIPTOR_O,_NOP,674,13,687,669
_CALL_METHOD_DESCRIPTOR_O,_POP_EXCEPT,674,178,852,825
_CALL_METHOD_DESCRIPTOR_O,_POP_FRAME,674,111,785,780
_CALL_METHOD_DESCRIPTOR_O,_POP_TOP,674,148,822,784
_CALL_METHOD_DESCRIPTOR_O,_PUSH_EXC_INFO,674,124,798,794
_CALL_METHOD_DESCRIPTOR_O,_PUSH_FRAME,674,68,742,749
_CALL_METHOD_DESCRIPTOR_O,_PUSH_NULL,674,24,698,707
_CALL_METHOD_DESCRIPTOR_O,_RESUME_CHECK,674,69,743,696
_CALL_METHOD_DESCRIPTOR_O,_SAVE_RETURN_OFFSET,674,27,701,687
_CALL_METHOD_DESCRIPTOR_O,_SETUP_ANNOTATIONS,674,427,1101,1072
_CALL_METHOD_DESCRIPTOR_O,_SET_ADD,674,242,916,837
_CALL_METHOD_DESCRIPTOR_O,_SET_FUNCTION_ATTRIBUTE,674,132,806,818
_CALL_METHOD_DESCRIPTOR_O,_SET_IP,674,43,717,703
_CALL_METHOD_DESCRIPTOR_O,_SET_UPDATE,674,242,916,841
_CALL_METHOD_DESCRIPTOR_O,_STORE_ATTR,674,350,1024,937
_CALL_METHOD_DESCRIPTOR_O,_STORE_ATTR_INSTANCE_VALUE,674,318,992,943
_CALL_METHOD_DESCRIPTOR_O,_STORE_ATTR_SLOT,674,272,946,906
_CALL_METHOD_DESCRIPTOR_O,_STORE_DEREF,674,175,849,812
_CALL_METHOD_DESCRIPTOR_O,_STORE_FAST,674,172,846,809
_CALL_METHOD_DESCRIPTOR_O,_STORE_GLOBAL,674,248,922,846
_CALL_METHOD_DESCRIPTOR_O,_STORE_NAME,674,391,1065,999
_CALL_METHOD_DESCRIPTOR_O,_STORE_SLICE,674,457,1131,1157
_CALL_METHOD_DESCRIPTOR_O,_STORE_SUBSCR,674,422,1096,1040
_CALL_METHOD_DESCRIPTOR_O,_STORE_SUBSCR_DICT,674,289,963,887
_CALL_METHOD_DESCRIPTOR_O,_STORE_SUBSCR_LIST_INT,674,414,1088,1084
_CALL_METHOD_DESCRIPTOR_O,_SWAP,674,54,728,727
_CALL_METHOD_DESCRIPTOR_O,_TO_BOOL,674,220,894,852
_CALL_METHOD_DESCRIPTOR_O,_TO_BOOL_ALWAYS_TRUE,674,229,903,857
_CALL_METHOD_DESCRIPTOR_O,_TO_BOOL_BOOL,674,73,747,722
_CALL_METHOD_DESCRIPTOR_O,_TO_BOOL_INT,674,237,911,864
_CALL_METHOD_DESCRIPTOR_O,_TO_BOOL_LIST,674,240,914,861
_CALL_METHOD_DESCRIPTOR_O,_TO_BOOL_NONE,674,83,757,752
_CALL_METHOD_DESCRIPTOR_O,_TO_BOOL_STR,674,261,935,873
_CALL_METHOD_DESCRIPTOR_O,_UNARY_INVERT,674,202,876,830
_CALL_METHOD_DESCRIPTOR_O,_UNARY_NEGATIVE,674,202,876,830
_CALL_METHOD_DESCRIPTOR_O,_UNARY_NOT,674,45,719,734
_CALL_METHOD_DESCRIPTOR_O,_UNPACK_EX,674,236,910,879
_CALL_METHOD_DESCRIPTOR_O,_UNPACK_SEQUENCE,674,235,909,875
_CALL_METHOD_DESCRIPTOR_O,_UNPACK_SEQUENCE_LIST,674,379,1053,987
_CALL_METHOD_DESCRIPTOR_O,_UNPACK_SEQUENCE_TUPLE,674,338,1012,971
_CALL_METHOD_DESCRIPTOR_O,_UNPACK_SEQUENCE_TWO_TUPLE,674,312,986,967
_CALL_METHOD_DESCRIPTOR_O,_WITH_EXCEPT_START,674,295,969,954
_STORE_GLOBAL,_BEFORE_ASYNC_WITH,248,859,1107,1009
_STORE_GLOBAL,_BEFORE_WITH,248,859,1107,1009
_STORE_GLOBAL,_BINARY_OP,248,340,588,483
_STORE_GLOBAL,_BINARY_OP_ADD_FLOAT,248,397,645,565
_STORE_GLOBAL,_BINARY_OP_ADD_INT,248,228,476,401
_STORE_GLOBAL,_BINARY_OP_ADD_UNICODE,248,228,476,401
_STORE_GLOBAL,_BINARY_OP_MULTIPLY_FLOAT,248,397,645,565
_STORE_GLOBAL,_BINARY_OP_MULTIPLY_INT,248,228,476,401
_STORE_GLOBAL,_BINARY_OP_SUBTRACT_FLOAT,248,397,645,565
_STORE_GLOBAL,_BINARY_OP_SUBTRACT_INT,248,228,476,401
_STORE_GLOBAL,_BINARY_SLICE,248,360,608,489
_STORE_GLOBAL,_BINARY_SUBSCR,248,326,574,469
_STORE_GLOBAL,_BINARY_SUBSCR_DICT,248,415,663,538
_STORE_GLOBAL,_BINARY_SUBSCR_LIST_INT,248,352,600,533
_STORE_GLOBAL,_BINARY_SUBSCR_STR_INT,248,497,745,671
_STORE_GLOBAL,_BINARY_SUBSCR_TUPLE_INT,248,348,596,530
_STORE_GLOBAL,_BUILD_CONST_KEY_MAP,248,547,795,707
_STORE_GLOBAL,_BUILD_LIST,248,163,411,339
_STORE_GLOBAL,_BUILD_MAP,248,369,617,536
_STORE_GLOBAL,_BUILD_SET,248,495,743,663
_STORE_GLOBAL,_BUILD_SLICE,248,492,740,658
_STORE_GLOBAL,_BUILD_STRING,248,367,615,518
_STORE_GLOBAL,_BUILD_TUPLE,248,163,411,339
_STORE_GLOBAL,_CALL_BUILTIN_CLASS,248,602,850,763
_STORE_GLOBAL,_CALL_BUILTIN_FAST,248,603,851,762
_STORE_GLOBAL,_CALL_BUILTIN_FAST_WITH_KEYWORDS,248,603,851,762
_STORE_GLOBAL,_CALL_BUILTIN_O,248,624,872,777
_STORE_GLOBAL,_CALL_INTRINSIC_1,248,223,471,390
_STORE_GLOBAL,_CALL_INTRINSIC_2,248,343,591,490
_STORE_GLOBAL,_CALL_ISINSTANCE,248,561,809,753
_STORE_GLOBAL,_CALL_LEN,248,466,714,653
_STORE_GLOBAL,_CALL_METHOD_DESCRIPTOR_FAST,248,621,869,782
_STORE_GLOBAL,_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,248,621,869,782
_STORE_GLOBAL,_CALL_METHOD_DESCRIPTOR_NOARGS,248,601,849,760
_STORE_GLOBAL,_CALL_METHOD_DESCRIPTOR_O,248,674,922,776
_STORE_GLOBAL,_CALL_STR_1,248,462,710,631
_STORE_GLOBAL,_CALL_TUPLE_1,248,462,710,631
_STORE_GLOBAL,_CALL_TYPE_1,248,452,700,634
_STORE_GLOBAL,_CHECK_ATTR_CLASS,248,88,336,321
_STORE_GLOBAL,_CHECK_ATTR_METHOD_LAZY_DICT,248,75,323,308
_STORE_GLOBAL,_CHECK_ATTR_MODULE,248,96,344,329
_STORE_GLOBAL,_CHECK_ATTR_WITH_HINT,248,70,318,303
_STORE_GLOBAL,_CHECK_CALL_BOUND_METHOD_EXACT_ARGS,248,122,370,362
_STORE_GLOBAL,_CHECK_EG_MATCH,248,629,877,746
_STORE_GLOBAL,_CHECK_EXC_MATCH,248,353,601,505
_STORE_GLOBAL,_CHECK_FUNCTION_EXACT_ARGS,248,152,400,388
_STORE_GLOBAL,_CHECK_MANAGED_OBJECT_HAS_VALUES,248,115,363,316
_STORE_GLOBAL,_CHECK_PEP_523,248,67,315,304
_STORE_GLOBAL,_CHECK_STACK_SPACE,248,127,375,366
_STORE_GLOBAL,_CHECK_VALIDITY,248,69,317,309
_STORE_GLOBAL,_COMPARE_OP,248,498,746,644
_STORE_GLOBAL,_COMPARE_OP_FLOAT,248,334,582,532
_STORE_GLOBAL,_COMPARE_OP_INT,248,405,653,598
_STORE_GLOBAL,_COMPARE_OP_STR,248,325,573,501
_STORE_GLOBAL,_CONTAINS_OP,248,362,610,505
_STORE_GLOBAL,_CONVERT_VALUE,248,216,464,383
_STORE_GLOBAL,_COPY,248,107,355,305
_STORE_GLOBAL,_COPY_FREE_VARS,248,202,450,386
_STORE_GLOBAL,_DELETE_ATTR,248,244,492,371
_STORE_GLOBAL,_DELETE_DEREF,248,234,482,412
_STORE_GLOBAL,_DELETE_FAST,248,294,542,471
_STORE_GLOBAL,_DELETE_GLOBAL,248,200,448,385
_STORE_GLOBAL,_DELETE_NAME,248,219,467,403
_STORE_GLOBAL,_DELETE_SUBSCR,248,325,573,500
_STORE_GLOBAL,_DICT_MERGE,248,334,582,499
_STORE_GLOBAL,_DICT_UPDATE,248,387,635,527
_STORE_GLOBAL,_END_SEND,248,162,410,344
_STORE_GLOBAL,_EXIT_INIT_CHECK,248,129,377,314
_STORE_GLOBAL,_EXIT_TRACE,248,41,289,232
_STORE_GLOBAL,_FORMAT_SIMPLE,248,227,475,391
_STORE_GLOBAL,_FORMAT_WITH_SPEC,248,326,574,469
_STORE_GLOBAL,_FOR_ITER_TIER_TWO,248,309,557,476
_STORE_GLOBAL,_GET_AITER,248,517,765,676
_STORE_GLOBAL,_GET_ANEXT,248,450,698,631
_STORE_GLOBAL,_GET_AWAITABLE,248,501,749,647
_STORE_GLOBAL,_GET_ITER,248,202,450,369
_STORE_GLOBAL,_GET_LEN,248,112,360,296
_STORE_GLOBAL,_GET_YIELD_FROM_ITER,248,283,531,456
_STORE_GLOBAL,_GUARD_BOTH_FLOAT,248,83,331,320
_STORE_GLOBAL,_GUARD_BOTH_INT,248,83,331,320
_STORE_GLOBAL,_GUARD_BOTH_UNICODE,248,83,331,320
_STORE_GLOBAL,_GUARD_BUILTINS_VERSION,248,95,343,335
_STORE_GLOBAL,_GUARD_DORV_VALUES,248,63,311,296
_STORE_GLOBAL,_GUARD_DORV_VALUES_INST_ATTR_FROM_DICT,248,115,363,316
_STORE_GLOBAL,_GUARD_GLOBALS_VERSION,248,95,343,335
_STORE_GLOBAL,_GUARD_IS_FALSE_POP,248,80,328,303
_STORE_GLOBAL,_GUARD_IS_NONE_POP,248,80,328,303
_STORE_GLOBAL,_GUARD_IS_NOT_NONE_POP,248,215,463,392
_STORE_GLOBAL,_GUARD_IS_TRUE_POP,248,80,328,303
_STORE_GLOBAL,_GUARD_KEYS_VERSION,248,83,331,316
_STORE_GLOBAL,_GUARD_NOT_EXHAUSTED_LIST,248,76,324,309
_STORE_GLOBAL,_GUARD_NOT_EXHAUSTED_RANGE,248,64,312,297
_STORE_GLOBAL,_GUARD_NOT_EXHAUSTED_TUPLE,248,76,324,309
_STORE_GLOBAL,_GUARD_TYPE_VERSION,248,79,327,312
_STORE_GLOBAL,_INIT_CALL_BOUND_METHOD_EXACT_ARGS,248,302,550,499
_STORE_GLOBAL,_INIT_CALL_PY_EXACT_ARGS,248,759,1007,967
_STORE_GLOBAL,_INSERT,248,103,351,309
_STORE_GLOBAL,_IS_NONE,248,190,438,385
_STORE_GLOBAL,_IS_OP,248,312,560,484
_STORE_GLOBAL,_ITER_CHECK_LIST,248,73,321,306
_STORE_GLOBAL,_ITER_CHECK_RANGE,248,73,321,306
_STORE_GLOBAL,_ITER_CHECK_TUPLE,248,73,321,306
_STORE_GLOBAL,_ITER_NEXT_LIST,248,109,357,303
_STORE_GLOBAL,_ITER_NEXT_RANGE,248,111,359,295
_STORE_GLOBAL,_ITER_NEXT_TUPLE,248,106,354,300
_STORE_GLOBAL,_JUMP_TO_TOP,248,94,342,285
_STORE_GLOBAL,_LIST_APPEND,248,140,388,301
_STORE_GLOBAL,_LIST_EXTEND,248,429,677,584
_STORE_GLOBAL,_LOAD_ASSERTION_ERROR,248,94,342,292
_STORE_GLOBAL,_LOAD_ATTR,248,380,628,524
_STORE_GLOBAL,_LOAD_ATTR_CLASS,248,231,479,406
_STORE_GLOBAL,_LOAD_ATTR_INSTANCE_VALUE,248,300,548,471
_STORE_GLOBAL,_LOAD_ATTR_METHOD_LAZY_DICT,248,98,346,293
_STORE_GLOBAL,_LOAD_ATTR_METHOD_NO_DICT,248,98,346,293
_STORE_GLOBAL,_LOAD_ATTR_METHOD_WITH_VALUES,248,98,346,293
_STORE_GLOBAL,_LOAD_ATTR_MODULE,248,323,571,497
_STORE_GLOBAL,_LOAD_ATTR_NONDESCRIPTOR_NO_DICT,248,198,446,372
_STORE_GLOBAL,_LOAD_ATTR_NONDESCRIPTOR_WITH_VALUES,248,198,446,372
_STORE_GLOBAL,_LOAD_ATTR_SLOT,248,294,542,465
_STORE_GLOBAL,_LOAD_ATTR_WITH_HINT,248,429,677,619
_STORE_GLOBAL,_LOAD_BUILD_CLASS,248,173,421,354
_STORE_GLOBAL,_LOAD_CONST,248,106,354,304
_STORE_GLOBAL,_LOAD_DEREF,248,168,416,349
_STORE_GLOBAL,_LOAD_FAST,248,99,347,297
_STORE_GLOBAL,_LOAD_FAST_AND_CLEAR,248,47,295,282
_STORE_GLOBAL,_LOAD_FAST_CHECK,248,210,458,391
_STORE_GLOBAL,_LOAD_FROM_DICT_OR_DEREF,248,326,574,497
_STORE_GLOBAL,_LOAD_FROM_DICT_OR_GLOBALS,248,355,603,551
_STORE_GLOBAL,_LOAD_GLOBAL,248,363,611,533
_STORE_GLOBAL,_LOAD_GLOBAL_BUILTINS,248,207,455,398
_STORE_GLOBAL,_LOAD_GLOBAL_MODULE,248,207,455,398
_STORE_GLOBAL,_LOAD_LOCALS,248,157,405,338
_STORE_GLOBAL,_LOAD_NAME,248,323,571,488
_STORE_GLOBAL,_LOAD_SUPER_ATTR_ATTR,248,488,736,668
_STORE_GLOBAL,_LOAD_SUPER_ATTR_METHOD,248,625,873,793
_STORE_GLOBAL,_MAKE_CELL,248,228,476,398
_STORE_GLOBAL,_MAKE_FUNCTION,248,222,470,396
_STORE_GLOBAL,_MAP_ADD,248,140,388,287
_STORE_GLOBAL,_MATCH_CLASS,248,469,717,606
_STORE_GLOBAL,_MATCH_KEYS,248,99,347,290
_STORE_GLOBAL,_MATCH_MAPPING,248,59,307,298
_STORE_GLOBAL,_MATCH_SEQUENCE,248,59,307,298
_STORE_GLOBAL,_NOP,248,13,261,248
_STORE_GLOBAL,_POP_EXCEPT,248,178,426,369
_STORE_GLOBAL,_POP_FRAME,248,111,359,315
_STORE_GLOBAL,_POP_TOP,248,148,396,335
_STORE_GLOBAL,_PUSH_EXC_INFO,248,124,372,312
_STORE_GLOBAL,_PUSH_FRAME,248,68,316,288
_STORE_GLOBAL,_PUSH_NULL,248,24,272,259
_STORE_GLOBAL,_RESUME_CHECK,248,69,317,306
_STORE_GLOBAL,_SAVE_RETURN_OFFSET,248,27,275,263
_STORE_GLOBAL,_SETUP_ANNOTATIONS,248,427,675,604
_STORE_GLOBAL,_SET_ADD,248,242,490,370
_STORE_GLOBAL,_SET_FUNCTION_ATTRIBUTE,248,132,380,349
_STORE_GLOBAL,_SET_IP,248,43,291,278
_STORE_GLOBAL,_SET_UPDATE,248,242,490,369
